Sub,Condition,Second,T2,T3,T4,T5,T6,T7,T8,T9,T10,A6,A7,A8,A9,A10,A11,A12,A13,A14,FzMaxAmp,PzMaxAmp,F3MaxAmp,P3MaxAmp,F4MaxAmp,P4MaxAmp
ONH_02,Eyes_Open,1,0.456223379906027,0.486801573988743,0.27469529502457,0.313813104695591,0.465053793525128,0.37486699092874,0.177841032315362,0.158890601887366,0.22826996963848,0.290301458283072,0.0347057985930337,0.0622035197844854,0.21111097589125,0.379431339250322,0.315846922510201,0.232110550005674,0.18295859141956,0.208128166981491,10.5703265950805,15.5009374151332,13.297085941635,14.8532340489013,15.0256499138358,14.4642760678985
ONH_02,Eyes_Open,2,0.120411212362458,0.518260646501388,0.798319767310302,0.816327131573678,0.153546203318677,0.228264759310879,1.20559691453804,1.95986546774768,0.657426107687776,0.262445921891171,0.112440457213054,0.435861332642478,1.86354471780895,1.48223884405649,0.583835347007381,2.04076697512391,0.375406129185034,0.523620815079448,14.6672426051847,12.9209630197058,12.8694780924661,13.3909409569859,17.9312892966905,15.086996487979
ONH_02,Eyes_Open,3,0.186477209869231,0.710155160977992,0.259451025674379,0.351714840293785,1.00152549479492,0.673856876104114,0.127087733957037,0.314504055348889,0.282465389361185,0.493897721784859,0.860444248928522,1.30634375788803,1.54583545028713,0.622471183533035,0.611521606073926,0.783932460071442,0.222133855538409,1.06080590560182,13.2780841716297,15.1109046437315,11.5481775417117,17.4000860725044,14.4425649823784,12.8278013726866
ONH_02,Eyes_Open,4,1.67444149901095,0.851246035457591,0.235317001142185,0.101818497043311,0.371079219002457,0.436574322413386,0.4020443577236,0.214709322562222,0.849383441565167,0.176712971703625,0.237367289523528,0.288831641700818,0.362618149501562,0.509350993478556,2.06104597576337,0.91091605619704,0.16327804188561,0.265261153381768,12.3034073679621,12.6143685934756,15.6483744227104,16.4409833076395,12.6340987688942,13.7488180688424
ONH_02,Eyes_Open,5,0.904072535225565,0.512652419818822,0.707890733695163,0.316332510684549,3.38753121759678,1.00291729496546,0.322161746971253,1.12260283393157,1.47956737435761,0.619845441392952,0.557139306678765,0.346126241237831,1.72584760352353,3.03507583263864,4.2806794862212,1.92457605908467,0.246594977699673,1.2244759886917,15.9257575852692,15.7806362682197,13.996634124438,15.9889976035995,19.1993600425195,16.1531611257063
ONH_02,Eyes_Open,6,1.76168965795551,1.07800789014377,0.649819155594624,0.639745426314324,0.156207475383241,0.222767577629715,0.263717980436416,0.108332906828751,1.06868192512574,0.0969618859152454,0.249178830260643,0.163826121483679,1.07223478926062,1.43365605515266,1.20150318080342,0.609852451901079,0.604228880451843,0.367564960954349,12.4176876947472,12.9407992475878,15.1230207938418,11.7297250856518,13.7388261555659,15.5465600267427
ONH_02,Eyes_Open,7,0.911591849776734,0.31695985110409,0.262748318652499,0.321225141541996,0.688371571163209,1.02242917748084,0.387134237535974,0.955105475415611,0.507639934932759,0.395294802358029,0.402393285975071,0.401807250501684,1.09510288420248,0.596512712585993,0.958626885863712,0.313347689061498,0.371809230947395,0.315972140510985,15.8672623401812,11.1555378910588,13.4029768717406,14.4754404458667,17.8902980380646,11.0279931223521
ONH_02,Eyes_Open,8,2.48322952484763,0.883061502102279,0.219000321121068,0.508245504220745,0.231815578919226,1.2801706328466,3.81086213241836,1.90519157604423,0.559224218883941,0.11932885709862,0.600775741591723,2.03569419145799,1.11294417626596,0.392582804642717,0.64413226701073,0.904110535973152,0.318368306688384,0.595944571499184,16.252337376021,10.7160807650222,11.45627215854,14.7283133903916,19.2610597533311,14.2295140101628
ONH_02,Eyes_Open,9,0.401059050306384,0.332642558453636,0.804122924075301,1.35272077215648,1.19709340550362,0.0600831846476553,0.31531837265523,0.212584208971656,0.0864911183975187,0.392779028010608,0.212941631214751,0.348518747988834,0.3168351406409,0.224794454086396,0.460790521451091,0.446931838109342,0.40859141394614,0.0972853814299712,11.462109121899,8.23159642942307,12.9280003475868,12.1548546172428,14.9041983031984,10.1235272949796
ONH_02,Eyes_Open,10,0.0670868584884352,0.0837166881248889,0.189119550266207,0.501067951604386,0.387726613674822,0.494173885449898,0.10726166554154,0.160981359245149,0.0700502118205728,0.12289523554598,0.406197463184704,0.563305653051982,0.477213394196099,0.255886313458738,3.39063145446306,1.86600682042396,0.547849869741407,0.890978705077304,11.9359878991876,11.3821105763009,18.3158683529233,14.4060524287499,14.1935258307136,12.1093608346821
ONH_02,Eyes_Open,11,1.10387899551111,0.305084953865831,0.422070777102507,0.24408360968868,0.703705844641457,1.6897582434788,0.851065676075377,1.2490150186122,3.81790990674551,0.368265059578737,0.430806452686831,0.235828078217517,0.396994573196105,2.7147944494794,5.36773851904046,2.51222732037649,0.165559697338455,0.897626809611329,14.4755633200241,14.0601721874936,22.1657926385283,15.5287550415674,18.8964461119021,14.9956785209472
ONH_02,Eyes_Open,12,0.943435782299682,0.884581863453655,0.230110569428233,1.13875232121896,1.56988434553332,1.26812396169462,0.690876978058412,1.13910721320607,0.651211313574331,0.299519327560809,0.21051156256823,0.867325219620913,0.39947551838016,0.529605243451662,2.49423288431577,1.46026265809317,0.232756362233813,0.182465239167645,20.7217077651203,14.7612707338055,19.4440633486251,15.740184325455,20.570935909361,11.1707199737352
ONH_02,Eyes_Open,13,0.748829667101163,0.326994690963206,0.264709542477865,0.866022159617064,2.69317815852129,1.56194501424175,1.1876123960814,1.26136754518679,1.30675118087406,1.31797142326879,1.52239316367021,1.22902653887915,1.20502615044482,1.62825264117776,4.83718368189109,0.924083643657293,0.382820014596495,1.50677054466788,15.1250881108903,10.144709946785,15.475777883435,14.7133603772079,15.0307469073044,15.9434644527697
ONH_02,Eyes_Open,14,2.19994596947597,1.49556270128655,0.498575717172666,0.788228550001314,0.275795763429079,0.288888420760325,0.0515264294437378,0.554669704980943,1.75254319796406,0.0819509566446851,0.158884306531945,0.155117056272358,0.913708849957512,3.00811644013305,5.30663053159164,0.844056887781523,0.513383771985422,0.296250521119132,17.5211855524865,16.1921902898686,18.6965077399358,12.7200865047354,16.12352331785,14.1514672007656
ONH_02,Eyes_Open,15,0.202322517944209,0.525788412419903,0.45679220721899,0.280593873121244,0.175609681769951,0.374663372156569,0.0393017452070728,0.849233505068865,0.155919669856564,0.219127002239585,0.395292279458478,0.20733563620887,0.17445590850839,0.329465511735138,0.325476801027822,0.12172000073748,0.0954240196788528,0.323349215177652,12.9759758327134,11.156472652129,14.3026776299971,16.6501471612796,13.4618177051699,9.30713050944551
ONH_02,Eyes_Open,16,0.614116160531857,1.33828723225318,0.435947658408436,1.69362562759951,0.549583668099763,0.207005493110712,1.60940470842057,1.67264824863955,0.324664405985145,0.517659167063848,0.219056685329169,0.929737219278842,0.643089092159649,0.972676873410652,1.34866088188668,1.67552965918367,0.756589355935258,0.181076147686841,11.6739117697729,13.6432806052005,12.5434211634239,11.9998536004885,14.5443210268387,15.5065521029763
ONH_02,Eyes_Open,17,1.62459404650502,1.37248092278979,1.60567019021349,0.548943545909431,0.132893648922708,0.221462831830917,0.269130666124795,0.251888621402252,0.782243801122225,0.179686952803362,0.0596894140758632,0.35848184780458,0.650211349895567,0.394323431920595,1.06895537446833,0.721337404679293,0.621158021077029,0.131939475480459,14.0737080730328,15.243305788541,12.9427283339365,19.7194835236737,16.8004082337847,9.72611602053779
ONH_02,Eyes_Open,18,0.446582304772816,0.583896061922304,1.07503183666553,0.723275003255899,0.66922859333953,0.335533163052565,1.07071836925204,0.603271559414628,0.259386108526376,0.345213748104886,0.0921486327965699,0.183868181166484,0.387915628643936,0.530296929158413,0.799150045133118,0.416969843551188,0.709882084779834,0.599207012296864,13.6813441070275,11.3231110348178,13.8650483375599,10.9899958851639,17.606140653677,9.33544159965463
ONH_02,Eyes_Open,19,1.72014992909772,2.41031118041085,1.29898775366962,1.31087743941233,1.0250120087504,2.04382430877994,2.11220893984456,2.74008869339962,1.66493402582919,0.320669874147332,0.97379214328822,0.905832886179953,1.9996851716751,6.96846425017602,13.0999068946822,3.93346429536695,0.42232432245412,0.588741305445106,16.2645720724509,22.3787471191185,13.9473432266915,14.4042760813839,16.6611971305439,19.8881660982384
ONH_02,Eyes_Open,20,0.881588435967269,0.399077092417434,0.738890244377968,0.45565914117471,0.315440001513614,0.580069775908591,0.544557199936468,0.170229508304267,0.726621612087976,0.190231571651623,0.394692777525092,1.22026737417787,0.309236639541961,0.709326921148931,1.53995459187519,1.9497529216033,0.486367267289126,0.271536983152107,15.4753020078601,15.369436134101,17.4904865416746,15.8745849158116,18.7318185693999,13.4280369953297
ONH_02,Eyes_Open,21,1.2070804107324,0.702987107234183,1.79974632281523,1.05804425639354,1.09169136447747,0.827813161982551,0.745067263616928,0.849956835896081,1.40960031946927,1.24265252008963,0.88588416067168,1.12409370415153,1.07247238482843,0.487518700121268,1.35640102651903,1.01169479698106,0.0658111898018465,0.403188525893433,18.4164139323734,13.3590478283556,17.9950225333438,13.125608669312,16.964944698591,14.9761226399497
ONH_02,Eyes_Open,22,21.2816561879117,4.18405102945889,1.72887972531733,1.2725890655225,0.462214258318092,0.186847411247078,0.525443986550935,0.27844603560589,3.33479204951826,0.117339339248004,0.025998538591474,0.089256533923432,0.366606995164017,1.70502860883058,2.77950136277593,0.996437248477628,0.0543840254412915,0.251559015875793,35.6111644866865,20.5816677421461,48.7549818597151,26.1005996446352,40.6976379771015,24.4703791826916
ONH_02,Eyes_Open,23,0.848409661246397,0.520472615914589,0.308598403150871,0.189438529985667,0.366830094095106,0.51779192952387,0.544180934632483,0.242525951320301,1.4110107606402,0.0506752273138737,0.161618053663453,0.375220082364261,0.276532908569852,1.85279601817219,3.2647326461436,0.334948979159662,0.113275414120471,0.0916962398085324,13.0979659290844,11.759546531197,17.7588795730968,15.1558805641734,13.0881017807444,10.5825463623935
ONH_02,Eyes_Open,24,0.675004058140424,0.791503232681643,1.13208605191598,1.71117328525483,0.842065678370451,0.652391851100219,1.58586256891282,0.793974076562056,0.20112225065461,0.276891641397215,0.454168361246918,1.12372328592935,0.434815489385058,0.258999799930849,0.365390855095296,0.969608526211603,0.406532025855091,0.119500416070809,11.6760366608513,11.3326970676975,12.7118253182282,11.4779731191118,17.5898756288201,12.9724290273219
ONH_02,Eyes_Open,25,0.341691589721133,0.0980846838114205,0.637646532669004,0.325506130203486,0.668907092357466,0.16892340999672,0.200391581303872,0.337606210782671,0.229454532958107,0.170875492357,0.115551218537707,0.342121095020283,0.435793980762059,0.33587276466673,0.834432684599887,2.35550101089494,0.688509371301806,0.111632594393299,12.0534533849518,11.1289105188812,9.92239740969554,12.3826399770491,14.0312752026044,10.080023836369
ONH_02,Eyes_Open,26,4.20860405197757,1.40801522606325,0.558475887219182,0.151918332773605,0.183236847640639,0.619373249851676,1.42161234076284,0.970669676194671,1.15756330726917,0.379898136439075,0.288701455383725,0.498147524177733,0.850460776653713,2.055416174277,1.13451579770496,1.63874282276371,0.42853551706708,0.128015884180993,13.6272183444059,16.5753798150809,16.4682864266139,11.6047240940759,16.4414745029865,11.2860061360167
ONH_02,Eyes_Open,27,4.01889717734894,0.894200239224627,1.05983877462013,0.744273242684903,0.0385127501370754,0.0171107665506691,0.62774427709318,0.808920878118471,0.4659118197203,0.161492018023246,0.271487034856099,0.594550617770592,1.44588754755524,0.504909250247961,0.382755537054437,0.162779538906998,0.160478209878063,0.218509969787675,11.6962327343228,10.3674951220622,14.1351029020318,11.675253332093,22.8677325605823,9.05043557371465
ONH_02,Eyes_Open,28,0.726258941536435,1.14125708821586,0.59218087676277,0.174513661836882,0.182131353235078,0.300147724201939,0.490698696779506,0.944084979693282,1.42630740417652,0.432252831732826,0.338074091433345,0.391619327876447,0.410900476799907,0.25782246072996,0.082088703667176,0.285042385084666,0.294947568506523,1.17679718353638,11.2322835618979,9.41119740688216,14.4687684954428,15.1878031909213,15.3511955262826,13.4610250756405
ONH_02,Eyes_Open,29,1.72293067148101,1.16520009685504,1.27738419110805,0.582200221302329,0.720734081796398,0.726275477205423,0.481371772579026,0.493825342874132,0.607419571546725,0.209860827423756,0.081932583374921,0.0367258530291547,0.0666532960118393,0.323879480850115,0.245471281323301,0.615340605469697,0.153539052112362,0.637301842272523,13.2895475895729,11.3285994552347,18.7312753004353,15.7549269236552,18.867874145657,13.3001265382533
ONH_02,Eyes_Open,30,1.20605153321525,0.126739511972631,0.230961312581165,1.26108584181213,0.434877999026172,0.649164803914261,1.04030680553819,0.249364746513602,0.550426545998372,0.670073587208377,0.218047602977566,0.572090624028623,0.976322892001054,1.29272465263772,2.06444540080692,1.23186080731678,0.487656545191889,0.94671045012119,11.7076963876114,10.7179002690452,17.5172363533473,12.044689636211,14.4378989271166,12.4803640421488
ONH_02,Eyes_Open,31,1.08287092504077,0.164476506725474,0.210263052278506,1.45977232085915,0.882832536077444,0.972385204684948,0.670994402994395,0.717736328827432,0.447925798619029,0.120134166871108,0.396758982943631,1.13361169153898,0.395292321212136,0.72950675957232,0.522023670797222,0.704079811086479,0.194169767701117,0.0973252233690339,13.4325842273221,10.8267802023437,18.2420303800768,13.1260956415564,26.7477467097708,11.8105826522258
ONH_02,Eyes_Open,32,4.40391707498076,2.92549052566984,1.03890854571348,1.76047021212376,0.0817709227626434,0.206494786570941,2.11704433904591,2.68466300239397,0.0330923988771571,0.209434952038166,0.10708749715176,0.600370406467066,1.2398759165506,0.324288974575012,0.602260062827466,0.304580620691464,0.465508667140543,0.456120588938261,17.2110966744105,10.2139814468205,18.7989977232209,10.1648859620004,17.0646918998334,11.1000025742112
ONH_02,Eyes_Open,33,0.753322744263503,0.285236119985286,1.37752896802041,0.431001156401272,0.75812849754754,0.692093734497631,1.50513973480447,3.3765067642584,0.831024205653514,0.577711106903751,0.867129633471721,3.39707264828286,5.20502774465987,0.644571529241925,0.0348014798010294,0.278711881444821,0.306458874331456,0.160902222228487,14.2878550477219,17.0945002408903,14.7354332859547,16.0200839785398,22.3616616607286,10.6870805865817
ONH_02,Eyes_Open,34,1.65486721822085,2.22846377138524,1.75870001825594,0.8020329206811,1.40882405945013,1.351262480102,1.18466332223072,1.20787305371513,0.963995804509517,0.395049525968786,0.113840902116005,0.276290518891749,1.18449151328799,1.05554341306795,1.76580588616051,0.617504594950041,0.152978923805813,0.0812539573585986,16.195745078626,11.7241193460151,17.6388880999733,9.94191141226649,18.519637640045,13.6607684224629
ONH_02,Eyes_Open,35,1.92927866659871,2.65321781262135,2.53225401817113,0.127662296704928,0.19921158277192,0.843013473346484,0.223694991965441,0.401634344189737,0.554227658305789,0.166853804896461,0.178111778453173,0.288553878402561,0.218037993362467,0.0896360341211098,0.194929464528024,0.360396257877795,0.491044260789773,0.056335981298693,14.3282580542111,11.9537632452175,15.2576636213896,10.8807567648994,18.3765131157763,12.6992838810543
ONH_02,Eyes_Open,36,1.84530275691229,1.16925735910035,1.13437706164298,0.570264517870554,0.446587250388415,0.381135251726501,0.500842815836135,0.239735085381507,0.150013162004751,0.199294986319937,0.204672461274223,0.19250041437682,0.040583713944458,0.543792412905402,1.2531915274818,0.826450504631318,0.234997203204606,0.205424465949252,17.0271139262382,18.8210459294219,18.5616005550493,17.2624749469059,17.9461101780947,15.680763113013
